24934 : Pressure,24934 : Pressure,24933 : Pressure,24933 : Pressure,24932 : Pressure,24932 : Pressure
105.6,4.4279177356245E-06,105.6,4.46437076730325E-06,105.6,4.38662386177092E-06
105.64,4.22275051646482E-06,105.64,4.35590219424399E-06,105.64,4.15893789091985E-06
105.68,4.14192355111934E-06,105.68,4.03419100505087E-06,105.68,4.06740266373236E-06
105.72,4.11050092916132E-06,105.72,4.00592222040398E-06,105.72,4.32285622749772E-06
105.76,4.20055458595E-06,105.76,4.10088773888595E-06,105.76,4.04364784664422E-06
105.8,4.1662556987448E-06,105.8,4.16138105528756E-06,105.8,4.18827039230587E-06
105.84,4.48270966716293E-06,105.84,4.4461068924336E-06,105.84,4.315263359125E-06
105.88,4.3840484564016E-06,105.88,4.25753084190972E-06,105.88,4.26251811526602E-06
105.92,4.26500575687507E-06,105.92,4.00592222040398E-06,105.92,4.06025848603611E-06
105.96,4.14677540204829E-06,105.96,4.10569152044779E-06,105.96,4.14192355111934E-06
106,4.02710516187687E-06,106,4.17602212282612E-06,106,4.29006096333143E-06
106.04,4.1565121153086E-06,106.04,4.10569152044779E-06,106.04,4.20794561991694E-06
106.08,4.36100469984235E-06,106.08,4.51432569293052E-06,106.08,4.32537908293919E-06
106.12,4.31779835675007E-06,106.12,4.20055458595E-06,106.12,4.10810340528249E-06
106.16,4.09848009039941E-06,106.16,4.01532820751963E-06,106.16,4.10329680174343E-06
106.2,4.12015246921909E-06,106.2,4.07933235242718E-06,106.2,4.01532820751963E-06
106.24,4.02945541449605E-06,106.24,4.16380967245336E-06,106.24,4.19563981177153E-06
106.28,4.25503122759677E-06,106.28,4.26001557290387E-06,106.28,4.27751501528091E-06
106.32,4.4409048147311E-06,106.32,4.26751123071638E-06,106.32,4.45131506385204E-06
106.36,4.33046245580826E-06,106.36,4.22275051646482E-06,106.36,4.21287480912409E-06
106.4,4.01767158700868E-06,106.4,4.04364784664422E-06,106.4,4.10329680174343E-06
106.44,4.20547511729697E-06,106.44,4.1662556987448E-06,106.44,3.97786679224966E-06
106.48,4.22028752098763E-06,106.48,4.02474083145247E-06,106.48,4.04838457737306E-06
106.52,4.11773351032813E-06,106.52,4.37634810711461E-06,106.52,4.30264370863735E-06
106.56,4.27001817639605E-06,106.56,4.49585745096003E-06,106.56,4.27502007742104E-06
106.6,4.28252569810601E-06,106.6,4.18582750798361E-06,106.6,4.40205740543664E-06
106.64,4.14677540204829E-06,106.64,4.01297079139481E-06,106.64,3.96623383165677E-06
106.68,4.12981081935497E-06,106.68,4.09129703088923E-06,106.68,4.07455941187828E-06
106.72,3.99187752043398E-06,106.72,4.15407180951608E-06,106.72,4.17847532331068E-06
106.76,4.27001817639605E-06,106.76,4.02945541449605E-06,106.76,4.24258772127109E-06
106.8,4.50904379719631E-06,106.8,4.47746476312204E-06,106.8,4.33046245580826E-06
106.84,4.4357088236147E-06,106.84,4.20547511729697E-06,106.84,4.26251811526602E-06
106.88,4.18336999100042E-06,106.88,4.43310460025726E-06,106.88,4.10810340528249E-06
106.92,4.03182251449806E-06,106.92,3.95695803749995E-06,106.92,4.28002783767493E-06
106.96,3.96159321975118E-06,106.96,4.21780977238546E-06,106.96,4.08171308527631E-06
107,4.17847532331068E-06,107,4.14192355111934E-06,107,4.21534965868646E-06
107.04,4.49849853842386E-06,107.04,4.3994898259792E-06,107.04,4.40980299120211E-06
107.08,4.27251019510417E-06,107.08,4.20794561991694E-06,107.08,4.17602212282612E-06
107.12,4.09608957789183E-06,107.12,4.10088773888595E-06,107.12,4.02239332869898E-06
107.16,4.19073078802544E-06,107.16,4.1662556987448E-06,107.16,4.11533176791577E-06
107.2,4.17358638252816E-06,107.2,4.26251811526602E-06,107.2,4.18091391683581E-06
107.24,4.04127380393982E-06,107.24,4.09129703088923E-06,107.24,4.34825128237813E-06
107.28,4.17847532331068E-06,107.28,4.43051891196291E-06,107.28,4.4461068924336E-06
107.32,4.19810453665002E-06,107.32,4.32031826037541E-06,107.32,4.16138105528756E-06
107.36,4.15407180951608E-06,107.36,3.98254175362083E-06,107.36,4.06740266373236E-06
107.4,4.11291563927888E-06,107.4,4.06740266373236E-06,107.4,4.00592222040398E-06
107.44,4.03891665803163E-06,107.44,4.01532820751963E-06,107.44,4.10329680174343E-06
107.48,4.21534965868646E-06,107.48,4.13707737700072E-06,107.48,4.22028752098763E-06
107.52,4.42014033226837E-06,107.52,4.34061380893437E-06,107.52,4.3737955230696E-06
107.56,4.28504146402122E-06,107.56,4.31021437225985E-06,107.56,4.39690686694802E-06
107.6,4.00827549585204E-06,107.6,4.09608957789183E-06,107.6,4.03419100505087E-06
107.64,4.26751123071638E-06,107.64,4.06264368127511E-06,107.64,4.20547511729697E-06
107.68,4.26251811526602E-06,107.68,4.06740266373236E-06,107.68,4.00592222040398E-06
107.72,4.17113605236135E-06,107.72,4.2301806050073E-06,107.72,4.16138105528756E-06
107.76,4.55416385080307E-06,107.76,4.45652933612459E-06,107.76,4.35078895858832E-06
107.8,4.22523116750269E-06,107.8,4.32792002303723E-06,107.8,4.21040141255634E-06
107.84,4.02945541449605E-06,107.84,3.97321256943312E-06,107.84,4.02945541449605E-06
107.88,4.15893789091985E-06,107.88,4.20794561991694E-06,107.88,4.3917623547431E-06
107.92,4.14435672042825E-06,107.92,4.25503122759677E-06,107.92,4.09608957789183E-06
107.96,4.04838457737306E-06,107.96,4.12497881749387E-06,107.96,4.30013411401342E-06
108,4.44871875397603E-06,108,4.50904379719631E-06,108,4.45652933612459E-06
108.04,4.16138105528756E-06,108.04,4.4279177356245E-06,108.04,4.25753084190972E-06
108.08,4.34316369865866E-06,108.08,3.92005623945393E-06,108.08,4.18582750798361E-06
108.12,4.01767158700868E-06,108.12,4.06025848603611E-06,108.12,3.96856379219614E-06
108.16,4.19810453665002E-06,108.16,4.11291563927888E-06,108.16,4.06740266373236E-06
108.2,4.18336999100042E-06,108.2,4.30517129285996E-06,108.2,4.21287480912409E-06
108.24,4.32537908293919E-06,108.24,4.35334482569523E-06,108.24,4.3917623547431E-06
108.28,4.14192355111934E-06,108.28,4.38147456306362E-06,108.28,4.22771327579681E-06
108.32,4.20302219800823E-06,108.32,3.97089512146874E-06,108.32,4.13707737700072E-06
108.36,4.01767158700868E-06,108.36,4.1565121153086E-06,108.36,4.12981081935497E-06
108.4,4.1931765339434E-06,108.4,4.10569152044779E-06,108.4,4.28755870782086E-06
108.44,4.04127380393982E-06,108.44,4.18582750798361E-06,108.44,4.16380967245336E-06
108.48,4.56485712045395E-06,108.48,4.50904379719631E-06,108.48,4.44871875397603E-06
108.52,4.43310460025726E-06,108.52,4.17358638252816E-06,108.52,4.28252569810601E-06
108.56,4.04600775371408E-06,108.56,4.01532820751963E-06,108.56,4.13707737700072E-06
108.6,4.05787469115528E-06,108.6,4.03182251449806E-06,108.6,4.08171308527631E-06
108.64,4.13464848142502E-06,108.64,4.34061380893437E-06,108.64,4.13223687305038E-06
108.68,4.04364784664422E-06,108.68,4.31021437225985E-06,108.68,4.18091391683581E-06
108.72,4.35334482569523E-06,108.72,4.3737955230696E-06,108.72,4.47746476312204E-06
108.76,4.31274640386207E-06,108.76,4.27751501528091E-06,108.76,4.16138105528756E-06
108.8,4.14435672042825E-06,108.8,4.05550786247989E-06,108.8,4.17358638252816E-06
108.84,4.28002783767493E-06,108.84,4.04364784664422E-06,108.84,4.04600775371408E-06
108.88,4.09129703088923E-06,108.88,4.15407180951608E-06,108.88,4.20547511729697E-06
108.92,4.25753084190972E-06,108.92,4.11291563927888E-06,108.92,4.02239332869898E-06
108.96,4.23513584028499E-06,108.96,4.4409048147311E-06,108.96,4.4617668424525E-06
109,4.1516329364374E-06,109,4.4357088236147E-06,109,4.29760948713975E-06
109.04,4.21534965868646E-06,109.04,4.14435672042825E-06,109.04,4.12981081935497E-06
109.08,4.04838457737306E-06,109.08,3.97786679224966E-06,109.08,4.12255702503349E-06
109.12,4.10810340528249E-06,109.12,4.00358569394513E-06,109.12,4.06025848603611E-06
109.16,4.06501467447467E-06,109.16,4.17847532331068E-06,109.16,4.22275051646482E-06
109.2,4.4591473203223E-06,109.2,4.40980299120211E-06,109.2,4.2301806050073E-06
109.24,4.28755870782086E-06,109.24,4.17358638252816E-06,109.24,4.26251811526602E-06
109.28,4.1516329364374E-06,109.28,4.12015246921909E-06,109.28,4.07455941187828E-06
109.32,4.04364784664422E-06,109.32,4.08889501314781E-06,109.32,4.13464848142502E-06
109.36,4.21040141255634E-06,109.36,4.13464848142502E-06,109.36,4.14677540204829E-06
109.4,4.27001817639605E-06,109.4,4.18827039230587E-06,109.4,4.13949181033439E-06
109.44,4.29508634248518E-06,109.44,4.37122764927201E-06,109.44,4.36100469984235E-06
109.48,4.43051891196291E-06,109.48,4.48009504581773E-06,109.48,4.21040141255634E-06
109.52,4.22523116750269E-06,109.52,4.05076279729498E-06,109.52,3.93845636065632E-06
109.56,3.99655360738169E-06,109.56,3.97321256943312E-06,109.56,4.27001817639605E-06
109.6,4.12738619000592E-06,109.6,4.11533176791577E-06,109.6,4.12497881749387E-06
109.64,4.12981081935497E-06,109.64,4.26251811526602E-06,109.64,4.22275051646482E-06
109.68,4.24011315538605E-06,109.68,4.4461068924336E-06,109.68,4.4617668424525E-06
109.72,4.1662556987448E-06,109.72,4.33806541626112E-06,109.72,4.29508634248518E-06
109.76,4.16380967245336E-06,109.76,4.05076279729498E-06,109.76,4.14677540204829E-06
109.8,4.17602212282612E-06,109.8,4.14921142157272E-06,109.8,4.14192355111934E-06
109.84,4.20794561991694E-06,109.84,4.02710516187687E-06,109.84,4.12015246921909E-06
109.88,4.18091391683581E-06,109.88,4.29006096333143E-06,109.88,4.37122764927201E-06
109.92,4.28002783767493E-06,109.92,4.35590219424399E-06,109.92,4.29258115583149E-06
109.96,4.34061380893437E-06,109.96,4.34316369865866E-06,109.96,4.28755870782086E-06
110,4.04127380393982E-06,110,4.09848009039941E-06,110,4.26500575687507E-06
110.04,3.99422254533553E-06,110.04,4.04838457737306E-06,110.04,3.89487392820335E-06
110.08,4.15407180951608E-06,110.08,4.16868716079372E-06,110.08,4.19563981177153E-06
110.12,4.17602212282612E-06,110.12,4.22275051646482E-06,110.12,4.15407180951608E-06
110.16,4.42014033226837E-06,110.16,4.34569840571199E-06,110.16,4.28002783767493E-06
110.2,4.26500575687507E-06,110.2,4.1931765339434E-06,110.2,4.38662386177092E-06
110.24,4.08411088400059E-06,110.24,4.16380967245336E-06,110.24,4.03654539302803E-06
110.28,4.05787469115528E-06,110.28,4.07455941187828E-06,110.28,4.15893789091985E-06
110.32,4.09129703088923E-06,110.32,4.26251811526602E-06,110.32,4.03182251449806E-06
110.36,4.28504146402122E-06,110.36,4.08171308527631E-06,110.36,4.15893789091985E-06
110.4,4.40721397726812E-06,110.4,4.38662386177092E-06,110.4,4.41496863621589E-06
110.44,4.10810340528249E-06,110.44,4.28252569810601E-06,110.44,4.26251811526602E-06
110.48,4.12015246921909E-06,110.48,3.99890137924636E-06,110.48,4.14435672042825E-06
110.52,4.19073078802544E-06,110.52,4.07693735919896E-06,110.52,4.05076279729498E-06
110.56,4.19810453665002E-06,110.56,4.18336999100042E-06,110.56,4.10569152044779E-06
110.6,4.13464848142502E-06,110.6,4.06740266373236E-06,110.6,4.14192355111934E-06
110.64,4.28252569810601E-06,110.64,4.33046245580826E-06,110.64,4.39690686694802E-06
110.68,4.43051891196291E-06,110.68,4.32031826037541E-06,110.68,4.28504146402122E-06
110.72,4.09368474642587E-06,110.72,4.18336999100042E-06,110.72,4.21287480912409E-06
110.76,4.05787469115528E-06,110.76,4.23266562084407E-06,110.76,4.17358638252816E-06
110.8,4.1931765339434E-06,110.8,4.07216722086357E-06,110.8,4.16380967245336E-06
110.84,4.29508634248518E-06,110.84,4.08171308527631E-06,110.84,4.18582750798361E-06
110.88,4.40721397726812E-06,110.88,4.31779835675007E-06,110.88,4.27751501528091E-06
110.92,4.48009504581773E-06,110.92,4.30264370863735E-06,110.92,4.30013411401342E-06
110.96,4.15407180951608E-06,110.96,4.09368474642587E-06,110.96,4.10329680174343E-06
111,4.0531268567102E-06,111,4.17358638252816E-06,111,4.12255702503349E-06
111.04,4.17113605236135E-06,111.04,4.19810453665002E-06,111.04,4.26751123071638E-06
111.08,4.03182251449806E-06,111.08,4.21287480912409E-06,111.08,4.03654539302803E-06
111.12,4.3840484564016E-06,111.12,4.34569840571199E-06,111.12,4.37122764927201E-06
111.16,4.41756220561737E-06,111.16,4.39690686694802E-06,111.16,4.27502007742104E-06
111.2,4.27502007742104E-06,111.2,4.1662556987448E-06,111.2,4.13949181033439E-06
111.24,4.11291563927888E-06,111.24,4.10569152044779E-06,111.24,4.20547511729697E-06
111.28,4.12981081935497E-06,111.28,4.11291563927888E-06,111.28,4.08649440564115E-06
111.32,4.20547511729697E-06,111.32,4.20055458595E-06,111.32,4.19563981177153E-06
111.36,4.23266562084407E-06,111.36,4.34825128237813E-06,111.36,4.34825128237813E-06
111.4,4.37122764927201E-06,111.4,4.48797794174998E-06,111.4,4.24755749024982E-06
111.44,4.11533176791577E-06,111.44,4.26751123071638E-06,111.44,4.21287480912409E-06
111.48,4.10569152044779E-06,111.48,4.04838457737306E-06,111.48,4.06501467447467E-06
111.52,4.30264370863735E-06,111.52,4.13949181033439E-06,111.52,3.99890137924636E-06
111.56,4.25753084190972E-06,111.56,4.1931765339434E-06,111.56,4.14921142157272E-06
111.6,4.15407180951608E-06,111.6,4.42014033226837E-06,111.6,4.24011315538605E-06
111.64,4.29760948713975E-06,111.64,4.27251019510417E-06,111.64,4.27751501528091E-06
111.68,4.20302219800823E-06,111.68,4.1565121153086E-06,111.68,4.27502007742104E-06
111.72,4.06501467447467E-06,111.72,4.12497881749387E-06,111.72,4.04127380393982E-06
111.76,4.04364784664422E-06,111.76,4.03182251449806E-06,111.76,4.05076279729498E-06
111.8,4.04127380393982E-06,111.8,4.09608957789183E-06,111.8,4.24258772127109E-06
111.84,4.315263359125E-06,111.84,4.28252569810601E-06,111.84,4.14677540204829E-06
111.88,4.41756220561737E-06,111.88,4.33553516128669E-06,111.88,4.50112390020293E-06
111.92,4.23266562084407E-06,111.92,4.02945541449605E-06,111.92,3.99655360738169E-06
111.96,3.91775475790335E-06,111.96,3.96159321975118E-06,111.96,4.03891665803163E-06
112,4.13949181033439E-06,112,4.25503122759677E-06,112,4.10088773888595E-06
112.04,4.09848009039941E-06,112.04,4.20302219800823E-06,112.04,4.17602212282612E-06
112.08,4.22275051646482E-06,112.08,4.29508634248518E-06,112.08,4.315263359125E-06
112.12,4.34569840571199E-06,112.12,4.31779835675007E-06,112.12,4.37122764927201E-06
112.16,4.33553516128669E-06,112.16,4.18827039230587E-06,112.16,4.05076279729498E-06
112.2,4.28002783767493E-06,112.2,4.02003176461171E-06,112.2,4.03891665803163E-06
112.24,4.13464848142502E-06,112.24,4.20547511729697E-06,112.24,6.51605468964085E-05
112.28,3.97786679224966E-06,112.28,3.96623383165677E-06,112.28,4.65667131285564E-06
112.32,4.26751123071638E-06,112.32,4.21287480912409E-06,112.32,4.19563981177153E-06
112.36,4.40205740543664E-06,112.36,4.36866128308396E-06,112.36,4.45392998493013E-06
112.4,4.19073078802544E-06,112.4,4.25253308081794E-06,112.4,4.20547511729697E-06
112.44,4.11773351032813E-06,112.44,4.24755749024982E-06,112.44,4.08649440564115E-06
112.48,4.17602212282612E-06,112.48,4.04600775371408E-06,112.48,4.06740266373236E-06
112.52,4.12255702503349E-06,112.52,4.04600775371408E-06,112.52,4.26500575687507E-06
112.56,4.38918393254286E-06,112.56,4.24258772127109E-06,112.56,4.20055458595E-06
112.6,4.38662386177092E-06,112.6,4.28002783767493E-06,112.6,4.3917623547431E-06
112.64,4.13707737700072E-06,112.64,4.21780977238546E-06,112.64,4.18091391683581E-06
112.68,4.02945541449605E-06,112.68,4.12738619000592E-06,112.68,4.00358569394513E-06
112.72,4.12497881749387E-06,112.72,4.22028752098763E-06,112.72,4.31779835675007E-06
112.76,4.19073078802544E-06,112.76,4.05076279729498E-06,112.76,3.99187752043398E-06
112.8,4.18336999100042E-06,112.8,4.30517129285996E-06,112.8,4.3635498190548E-06
112.84,4.33553516128669E-06,112.84,4.5809177456446E-06,112.84,4.3789189889206E-06
112.88,4.26500575687507E-06,112.88,4.07933235242718E-06,112.88,4.31274640386207E-06
112.92,4.30013411401342E-06,112.92,4.06501467447467E-06,112.92,4.07693735919896E-06
112.96,4.24508002565729E-06,112.96,4.21780977238546E-06,112.96,3.99422254533553E-06
113,4.10088773888595E-06,113,4.10088773888595E-06,113,4.28002783767493E-06
113.04,3.99890137924636E-06,113.04,4.28002783767493E-06,113.04,4.16868716079372E-06
113.08,4.29258115583149E-06,113.08,4.42014033226837E-06,113.08,4.28755870782086E-06
113.12,4.1516329364374E-06,113.12,4.13223687305038E-06,113.12,4.1565121153086E-06
113.16,4.11533176791577E-06,113.16,4.15893789091985E-06,113.16,4.15893789091985E-06
113.2,4.00123517189955E-06,113.2,4.06977643431432E-06,113.2,4.19073078802544E-06
113.24,4.17113605236135E-06,113.24,4.21040141255634E-06,113.24,4.20302219800823E-06
113.28,4.23266562084407E-06,113.28,4.1662556987448E-06,113.28,4.20794561991694E-06
113.32,4.33806541626112E-06,113.32,4.36611318251784E-06,113.32,4.11050092916132E-06
113.36,4.17113605236135E-06,113.36,4.12255702503349E-06,113.36,4.1516329364374E-06
113.4,4.17113605236135E-06,113.4,4.10329680174343E-06,113.4,4.00123517189955E-06
113.44,4.08889501314781E-06,113.44,4.05076279729498E-06,113.44,4.12255702503349E-06
113.48,4.20302219800823E-06,113.48,4.26251811526602E-06,113.48,4.12981081935497E-06
113.52,4.1931765339434E-06,113.52,4.23513584028499E-06,113.52,4.17358638252816E-06
113.56,4.38662386177092E-06,113.56,3.65827454969105E-06,113.56,4.37122764927201E-06
113.6,4.26500575687507E-06,113.6,4.14677540204829E-06,113.6,3.92924552941246E-06
113.64,4.24755749024982E-06,113.64,4.27251019510417E-06,113.64,4.06264368127511E-06
113.68,4.15893789091985E-06,113.68,4.07455941187828E-06,113.68,4.09368474642587E-06
113.72,4.20055458595E-06,113.72,4.24011315538605E-06,113.72,4.12738619000592E-06
113.76,4.3917623547431E-06,113.76,4.31021437225985E-06,113.76,4.31274640386207E-06
113.8,4.65120501523651E-06,113.8,4.47746476312204E-06,113.8,4.29760948713975E-06
113.84,4.36100469984235E-06,113.84,4.28504146402122E-06,113.84,4.22028752098763E-06
113.88,4.10569152044779E-06,113.88,3.90172710554249E-06,113.88,4.28755870782086E-06
113.92,4.07933235242718E-06,113.92,4.06025848603611E-06,113.92,4.04838457737306E-06
113.96,4.1516329364374E-06,113.96,4.13464848142502E-06,113.96,4.24755749024982E-06
114,4.28002783767493E-06,114,4.3635498190548E-06,114,4.24755749024982E-06
114.04,4.42014033226837E-06,114.04,4.45131506385204E-06,114.04,4.37634810711461E-06
114.08,4.1565121153086E-06,114.08,4.08171308527631E-06,114.08,4.34569840571199E-06
114.12,4.00123517189955E-06,114.12,4.15893789091985E-06,114.12,4.04127380393982E-06
114.16,4.21534965868646E-06,114.16,4.09608957789183E-06,114.16,4.06025848603611E-06
114.2,4.11050092916132E-06,114.2,4.14677540204829E-06,114.2,4.34825128237813E-06
114.24,4.23513584028499E-06,114.24,4.25503122759677E-06,114.24,4.07216722086357E-06
114.28,4.33046245580826E-06,114.28,4.4357088236147E-06,114.28,4.46960033303212E-06
114.32,4.1931765339434E-06,114.32,4.13949181033439E-06,114.32,4.09129703088923E-06
114.36,4.03891665803163E-06,114.36,4.26251811526602E-06,114.36,4.15407180951608E-06
114.4,4.17358638252816E-06,114.4,4.315263359125E-06,114.4,4.20547511729697E-06
114.44,3.18414308082538E-06,114.44,4.10088773888595E-06,114.44,4.02003176461171E-06
114.48,4.21287480912409E-06,114.48,4.22275051646482E-06,114.48,4.37122764927201E-06
114.52,4.33046245580826E-06,114.52,4.4279177356245E-06,114.52,4.18827039230587E-06
114.56,4.47485320096182E-06,114.56,4.28755870782086E-06,114.56,4.16138105528756E-06
114.6,4.15407180951608E-06,114.6,4.13464848142502E-06,114.6,4.08889501314781E-06
114.64,4.18336999100042E-06,114.64,3.96623383165677E-06,114.64,4.02474083145247E-06
114.68,4.18091391683581E-06,114.68,4.28002783767493E-06,114.68,4.13223687305038E-06
114.72,4.29258115583149E-06,114.72,4.30013411401342E-06,114.72,4.33553516128669E-06
114.76,4.57020439593769E-06,114.76,4.53553262973243E-06,114.76,4.48797794174998E-06
114.8,4.14435672042825E-06,114.8,4.04600775371408E-06,114.8,4.17602212282612E-06
114.84,4.26500575687507E-06,114.84,4.09848009039941E-06,114.84,4.08411088400059E-06
114.88,4.40464339014707E-06,114.88,4.03419100505087E-06,114.88,3.8675962254296E-06
114.92,4.34825128237813E-06,114.92,4.01063015372967E-06,114.92,4.22028752098763E-06
114.96,4.21780977238546E-06,114.96,4.11773351032813E-06,114.96,4.13949181033439E-06
115,4.32285622749772E-06,115,4.4357088236147E-06,115,4.26251811526602E-06
115.04,4.04838457737306E-06,115.04,4.34825128237813E-06,115.04,4.18582750798361E-06
115.08,4.06025848603611E-06,115.08,4.00827549585204E-06,115.08,4.2301806050073E-06
115.12,4.04838457737306E-06,115.12,3.9848659986582E-06,115.12,4.3635498190548E-06
115.16,4.15893789091985E-06,115.16,4.09368474642587E-06,115.16,4.17113605236135E-06
115.2,4.09368474642587E-06,115.2,4.12255702503349E-06,115.2,4.34569840571199E-06
115.24,4.49323516093258E-06,115.24,4.4617668424525E-06,115.24,4.4409048147311E-06
115.28,4.17113605236135E-06,115.28,4.37122764927201E-06,115.28,4.1565121153086E-06
115.32,4.1662556987448E-06,115.32,4.06025848603611E-06,115.32,4.12015246921909E-06
115.36,4.10810340528249E-06,115.36,4.02003176461171E-06,115.36,4.10329680174343E-06
115.4,4.1931765339434E-06,115.4,4.16380967245336E-06,115.4,4.20547511729697E-06
115.44,4.20302219800823E-06,115.44,4.26251811526602E-06,115.44,4.21780977238546E-06
115.48,4.35334482569523E-06,115.48,4.42531808644768E-06,115.48,4.3840484564016E-06
115.52,4.06264368127511E-06,115.52,4.32537908293919E-06,115.52,4.20302219800823E-06
115.56,4.15407180951608E-06,115.56,4.04600775371408E-06,115.56,4.0531268567102E-06
115.6,4.11050092916132E-06,115.6,4.05787469115528E-06,115.6,4.06740266373236E-06
115.64,4.30517129285996E-06,115.64,4.06264368127511E-06,115.64,4.04838457737306E-06
115.68,4.20055458595E-06,115.68,4.16868716079372E-06,115.68,4.16380967245336E-06
115.72,4.3635498190548E-06,115.72,4.48270966716293E-06,115.72,4.46699335794273E-06
115.76,4.18827039230587E-06,115.76,4.34316369865866E-06,115.76,4.32537908293919E-06
115.8,4.06977643431432E-06,115.8,4.09848009039941E-06,115.8,4.01532820751963E-06
115.84,4.11050092916132E-06,115.84,4.25753084190972E-06,115.84,4.11291563927888E-06
115.88,3.99890137924636E-06,115.88,4.13223687305038E-06,115.88,4.01532820751963E-06
115.92,4.28755870782086E-06,115.92,4.32285622749772E-06,115.92,4.09608957789183E-06
115.96,4.44871875397603E-06,115.96,4.33553516128669E-06,115.96,4.27001817639605E-06
116,4.26251811526602E-06,116,4.28504146402122E-06,116,4.26251811526602E-06
116.04,4.06740266373236E-06,116.04,4.01767158700868E-06,116.04,4.01063015372967E-06
116.08,4.2500527141224E-06,116.08,4.10329680174343E-06,116.08,4.06740266373236E-06
116.12,4.33046245580826E-06,116.12,4.29508634248518E-06,116.12,4.11533176791577E-06
116.16,4.09608957789183E-06,116.16,4.06977643431432E-06,116.16,4.20302219800823E-06
116.2,4.26001557290387E-06,116.2,4.38147456306362E-06,116.2,4.47222599577535E-06
116.24,4.14435672042825E-06,116.24,4.35334482569523E-06,116.24,4.15893789091985E-06
116.28,4.04600775371408E-06,116.28,4.10810340528249E-06,116.28,4.11050092916132E-06
116.32,4.1565121153086E-06,116.32,4.12015246921909E-06,116.32,4.01297079139481E-06
116.36,4.17113605236135E-06,116.36,3.8880327881078E-06,116.36,4.14435672042825E-06
116.4,4.21287480912409E-06,116.4,4.24508002565729E-06,116.4,4.27001817639605E-06
116.44,4.48270966716293E-06,116.44,4.50376808143766E-06,116.44,4.35590219424399E-06
116.48,4.2500527141224E-06,116.48,4.24508002565729E-06,116.48,4.26251811526602E-06
116.52,4.14921142157272E-06,116.52,4.24011315538605E-06,116.52,4.14921142157272E-06
116.56,3.98254175362083E-06,116.56,3.95695803749995E-06,116.56,4.12015246921909E-06
116.6,4.06977643431432E-06,116.6,4.09848009039941E-06,116.6,4.16868716079372E-06
116.64,4.315263359125E-06,116.64,4.19563981177153E-06,116.64,4.19073078802544E-06
116.68,4.47485320096182E-06,116.68,4.28755870782086E-06,116.68,4.4617668424525E-06
116.72,4.31274640386207E-06,116.72,4.05550786247989E-06,116.72,4.12497881749387E-06
116.76,4.2301806050073E-06,116.76,4.3635498190548E-06,116.76,4.09848009039941E-06
116.8,4.14921142157272E-06,116.8,4.04364784664422E-06,116.8,4.11291563927888E-06
116.84,4.02474083145247E-06,116.84,4.12981081935497E-06,116.84,4.24755749024982E-06
116.88,4.10329680174343E-06,116.88,4.1931765339434E-06,116.88,4.06264368127511E-06
116.92,4.4435136203176E-06,116.92,4.4357088236147E-06,116.92,4.53553262973243E-06
116.96,4.31021437225985E-06,116.96,4.38918393254286E-06,116.96,4.12015246921909E-06
117,4.12255702503349E-06,117,3.99655360738169E-06,117,4.06740266373236E-06
117.04,4.13949181033439E-06,117.04,4.08411088400059E-06,117.04,4.14921142157272E-06
117.08,4.05787469115528E-06,117.08,4.06740266373236E-06,117.08,4.16380967245336E-06
117.12,4.26751123071638E-06,117.12,4.22028752098763E-06,117.12,4.21040141255634E-06
117.16,4.29760948713975E-06,117.16,4.49059716361988E-06,117.16,4.41756220561737E-06
117.2,4.29760948713975E-06,117.2,4.25753084190972E-06,117.2,4.23762376707033E-06
117.24,3.97786679224966E-06,117.24,4.13949181033439E-06,117.24,4.15407180951608E-06
117.28,4.09848009039941E-06,117.28,4.37122764927201E-06,117.28,4.19810453665002E-06
117.32,4.17358638252816E-06,117.32,4.01767158700868E-06,117.32,4.14192355111934E-06
117.36,4.32792002303723E-06,117.36,4.06501467447467E-06,117.36,4.18091391683581E-06
117.4,4.48797794174998E-06,117.4,4.45652933612459E-06,117.4,4.37634810711461E-06
117.44,4.30768382722406E-06,117.44,4.16868716079372E-06,117.44,4.3840484564016E-06
117.48,4.21780977238546E-06,117.48,4.10810340528249E-06,117.48,4.15893789091985E-06
117.52,4.27502007742104E-06,117.52,4.04838457737306E-06,117.52,3.98254175362083E-06
117.56,4.2301806050073E-06,117.56,4.21780977238546E-06,117.56,4.10810340528249E-06
117.6,4.22028752098763E-06,117.6,4.08411088400059E-06,117.6,4.09848009039941E-06
117.64,4.33298975030888E-06,117.64,4.22771327579681E-06,117.64,4.3917623547431E-06
117.68,4.24508002565729E-06,117.68,4.26001557290387E-06,117.68,4.42273693977808E-06
117.72,4.01532820751963E-06,117.72,4.08889501314781E-06,117.72,3.90859234130523E-06
117.76,4.05550786247989E-06,117.76,4.04127380393982E-06,117.76,4.08649440564115E-06
117.8,4.03419100505087E-06,117.8,4.13464848142502E-06,117.8,4.11291563927888E-06
117.84,4.25753084190972E-06,117.84,4.24755749024982E-06,117.84,4.18582750798361E-06
117.88,4.2500527141224E-06,117.88,4.32285622749772E-06,117.88,4.36611318251784E-06
117.92,4.32537908293919E-06,117.92,4.40980299120211E-06,117.92,4.23266562084407E-06
117.96,4.00592222040398E-06,117.96,4.10329680174343E-06,117.96,4.22771327579681E-06
118,4.20302219800823E-06,118,4.12015246921909E-06,118,4.02710516187687E-06
